Code,Name,Country,Exchange,Currency,Type
5104,CNI Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5105,"Can-One Berhad",Malaysia,KLSE,MYR,Common Stock
5106,Axis Real Estate Investment Trust,Malaysia,KLSE,MYR,Common Stock
5107,IQ Group Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5108,iCapital.biz Berhad,Malaysia,KLSE,MYR,Common Stock
5109,YTL Hospitality REIT,Malaysia,KLSE,MYR,Common Stock
5110,Uoa Real Estate Investment,Malaysia,KLSE,MYR,Common Stock
5111,Tower Real Estate Investment Trust,Malaysia,KLSE,MYR,Common Stock
5112,TH Plantations Berhad,Malaysia,KLSE,MYR,Common Stock
5113,Rimbunan Sawit Berhad,Malaysia,KLSE,MYR,Common Stock
5115,Alam Maritim Resources Berhad,Malaysia,KLSE,MYR,Common Stock
5116,Al-&apos;Aqar Healthcare REIT,Malaysia,KLSE,MYR,Common Stock
5120,AmFirst Real Estate Investment Trust,Malaysia,KLSE,MYR,Common Stock
5121,Hektar Real Estate Investment Trust,Malaysia,KLSE,MYR,Common Stock
5123,MRCB-Quill REIT,Malaysia,KLSE,MYR,Common Stock
5125,Pantech Group Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5126,Sarawak Oil Palms Bhd,Malaysia,KLSE,MYR,Common Stock
5127,AmanahRaya Real Estate Investment Trust,Malaysia,KLSE,MYR,Common Stock
5129,Melati Ehsan Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5130,Atrium Real Estate Investment Trust,Malaysia,KLSE,MYR,Common Stock
5131,Zhulian Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
5132,Deleum Bhd,Malaysia,KLSE,MYR,Common Stock
5133,Petra Energy Berhad,Malaysia,KLSE,MYR,Common Stock
5134,Southern Acids M Bhd,Malaysia,KLSE,MYR,Common Stock
5135,SARAWAK Plantation Bhd,Malaysia,KLSE,MYR,Common Stock
5136,Complete Logistic Services Berhad,Malaysia,KLSE,MYR,Common Stock
5138,Hap Seng Plantations Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5139,Aeon Credit Service M Bhd,Malaysia,KLSE,MYR,Common Stock
5140,TASCO Berhad,Malaysia,KLSE,MYR,Common Stock
5141,Dayang Enterprise Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5142,Wah Seong Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
5143,Luxchem Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
5145,Sealink International Bhd,Malaysia,KLSE,MYR,Common Stock
5147,Samchem Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5148,UEM Sunrise Berhad,Malaysia,KLSE,MYR,Common Stock
5149,TAS Offshore Berhad,Malaysia,KLSE,MYR,Common Stock
5151,Halex Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5152,Muar Ban Lee Group Berhad,Malaysia,KLSE,MYR,Common Stock
5156,XiDeLang Holdings Limited,Malaysia,KLSE,MYR,Common Stock
5157,Saudee Group Berhad,Malaysia,KLSE,MYR,Common Stock
5158,TA Global Bhd,Malaysia,KLSE,MYR,Common Stock
5159,Yoong Onn Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
5160,Homeritz Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
5161,JCY International Berhad,Malaysia,KLSE,MYR,Common Stock
5162,ECS ICT Berhad,Malaysia,KLSE,MYR,Common Stock
5163,Seremban Engineering Berhad,Malaysia,KLSE,MYR,Common Stock
5165,Hock Heng Stone Industries Bhd,Malaysia,KLSE,MYR,Common Stock
5166,ASIAMET Education Group Berhad,Malaysia,KLSE,MYR,Common Stock
5167,Turbo-Mech Bhd,Malaysia,KLSE,MYR,Common Stock
5168,Hartalega Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5169,Ho Hup Construction Company Berhad,Malaysia,KLSE,MYR,Common Stock
5170,Sarawak Cable Berhad,Malaysia,KLSE,MYR,Common Stock
5171,Kimlun Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
5172,K-Star Sports Limited,Malaysia,KLSE,MYR,Common Stock
5173,Shin Yang Shipping Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
5175,Ivory Properties Group Berhad,Malaysia,KLSE,MYR,Common Stock
5176,Sunway Real Estate Investment Trust,Malaysia,KLSE,MYR,Common Stock
5178,Tatt Giap Group Berhad,Malaysia,KLSE,MYR,Common Stock
5180,CapitaLand Malaysia Mall Trust,Malaysia,KLSE,MYR,Common Stock
5181,SIG Gases Berhad,Malaysia,KLSE,MYR,Common Stock
5182,MCT Berhad,Malaysia,KLSE,MYR,Common Stock
5183,Petronas Chemicals Group Bhd,Malaysia,KLSE,MYR,Common Stock
5184,Cypark Resources Berhad,Malaysia,KLSE,MYR,Common Stock
5185,Affin Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5186,Malaysia Marine and Heavy Engineering Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5187,HB Global Limited,Malaysia,KLSE,MYR,Common Stock
5188,China Ouhua Winery Holdings Limited,Malaysia,KLSE,MYR,Common Stock
5190,Benalec Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5191,Tambun Indah Land Berhad,Malaysia,KLSE,MYR,Common Stock
5192,K.Seng Seng Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
5195,Censof Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5196,Berjaya Food Berhad,Malaysia,KLSE,MYR,Common Stock
5197,Focus Lumber Berhad,Malaysia,KLSE,MYR,Common Stock
5198,ABM Fujiya Berhad,Malaysia,KLSE,MYR,Common Stock
5199,Hibiscus Petroleum Berhad,Malaysia,KLSE,MYR,Common Stock
5200,UOA Development Bhd,Malaysia,KLSE,MYR,Common Stock
5202,Msm Malaysia Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5204,Prestariang Berhad,Malaysia,KLSE,MYR,Common Stock
5205,Eversendai Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
5207,SBC Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
5208,EITA Resources Berhad,Malaysia,KLSE,MYR,Common Stock
5209,Gas Malaysia Berhad,Malaysia,KLSE,MYR,Common Stock
5210,Bumi Armada Berhad,Malaysia,KLSE,MYR,Common Stock
5211,Sunway Berhad,Malaysia,KLSE,MYR,Common Stock
5212,Pavilion Real Estate Investment Trust,Malaysia,KLSE,MYR,Common Stock
5213,Sentoria Group Berhad,Malaysia,KLSE,MYR,Common Stock
5216,Datasonic Group Bhd,Malaysia,KLSE,MYR,Common Stock
5218,SapuraKencana Petroleum Berhad,Malaysia,KLSE,MYR,Common Stock
5219,Pestech International Berhad,Malaysia,KLSE,MYR,Common Stock
5220,Globaltec Formation Berhad,Malaysia,KLSE,MYR,Common Stock
5222,Felda Global Ventures Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5223,Mentiga Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
5225,IHH Healthcare Berhad,Malaysia,KLSE,MYR,Common Stock
5226,Gabungan AQRS Berhad,Malaysia,KLSE,MYR,Common Stock
5227,IGB Real Estate Investment Trust,Malaysia,KLSE,MYR,Common Stock
5228,ELK-Desa Resources Berhad,Malaysia,KLSE,MYR,Common Stock
5230,Tune Protect Group Berhad,Malaysia,KLSE,MYR,Common Stock
5231,Pelikan International Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
5232,Leon Fuat Berhad,Malaysia,KLSE,MYR,Common Stock
5236,Matrix Concepts Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5237,MPHB Capital Berhad,Malaysia,KLSE,MYR,Common Stock
5238,AirAsia X Berhad,Malaysia,KLSE,MYR,Common Stock
5239,Titijaya Land Berhad,Malaysia,KLSE,MYR,Common Stock
5242,Solid Automotive Berhad,Malaysia,KLSE,MYR,Common Stock
5243,Velesto Energy Bhd,Malaysia,KLSE,MYR,Common Stock
5246,Westports Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5247,Karex Berhad,Malaysia,KLSE,MYR,Common Stock
5248,Berjaya Auto Berhad,Malaysia,KLSE,MYR,Common Stock
5249,IOI Properties Group Berhad,Malaysia,KLSE,MYR,Common Stock
5250,7-Eleven Malaysia Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5252,Sasbadi Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5253,Econpile Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5254,Boustead Plantations Berhad,Malaysia,KLSE,MYR,Common Stock
5255,Icon Offshore Berhad,Malaysia,KLSE,MYR,Common Stock
5256,Reach Energy Berhad,Malaysia,KLSE,MYR,Common Stock
5257,Carimin Petroleum Berhad,Malaysia,KLSE,MYR,Common Stock
5258,BIMB Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5259,E.A. Technique (M) Berhad,Malaysia,KLSE,MYR,Common Stock
5260,Only World Group Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5263,Sunway Construction Group Bhd,Malaysia,KLSE,MYR,Common Stock
5264,Malakoff Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
5265,Dolphin International Bhd,Malaysia,KLSE,MYR,Common Stock
5267,Xin Hwa Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5268,Ikhmas Jaya Group Bhd,Malaysia,KLSE,MYR,Common Stock
5269,Al-Salam Real Estate Investment Trust,Malaysia,KLSE,MYR,Common Stock
5271,Pecca Group Bhd,Malaysia,KLSE,MYR,Common Stock
5272,Ranhill Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5273,Chin Hin Group Bhd,Malaysia,KLSE,MYR,Common Stock
5275,myNEWS Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5276,Dancomech Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5277,Foundpac Group Bhd,Malaysia,KLSE,MYR,Common Stock
5278,Rhone Ma Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5279,Serba Dinamik Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5280,Kip Real Estate Investment Trust,Malaysia,KLSE,MYR,Common Stock
5281,Advancecon Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5283,Eco World International Bhd,Malaysia,KLSE,MYR,Common Stock
5284,Lotte Chemical Titan Holding Bhd,Malaysia,KLSE,MYR,Common Stock
5285,Sime Darby Plantation Bhd,Malaysia,KLSE,MYR,Common Stock
5286,MI Technovation Bhd,Malaysia,KLSE,MYR,Common Stock
5288,Sime Darby Property Bhd,Malaysia,KLSE,MYR,Common Stock
5289,Techbond Group Bhd,Malaysia,KLSE,MYR,Common Stock
5291,HPMT Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5292,UWC Bhd,Malaysia,KLSE,MYR,Common Stock
5293,AME Elite Consortium Bhd,Malaysia,KLSE,MYR,Common Stock
5295,INNATURE,Malaysia,KLSE,MYR,Common Stock
5347,Tenaga Nasional Berhad,Malaysia,KLSE,MYR,Common Stock
5371,Kim Hin Industry Bhd,Malaysia,KLSE,MYR,Common Stock
5398,Gamuda Bhd,Malaysia,KLSE,MYR,Common Stock
5401,Tropicana Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
5436,Perusahaan Sadur Timah Malaysia (Perstima) Bhd,Malaysia,KLSE,MYR,Common Stock
5517,Shangri-La Hotels Malaysia Bhd,Malaysia,KLSE,MYR,Common Stock
5533,OCB Bhd,Malaysia,KLSE,MYR,Common Stock
5568,APB Resources Berhad,Malaysia,KLSE,MYR,Common Stock
5576,Minho M Bhd,Malaysia,KLSE,MYR,Common Stock
5592,Grand Central Enterprises Bhd,Malaysia,KLSE,MYR,Common Stock
5614,Integrated Logistics Bhd,Malaysia,KLSE,MYR,Common Stock
5622,Triplc Berhad,Malaysia,KLSE,MYR,Common Stock
5649,Golden Pharos Bhd,Malaysia,KLSE,MYR,Common Stock
5657,Parkson Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5665,Southern Steel Berhad,Malaysia,KLSE,MYR,Common Stock
5673,Ipmuda Berhad,Malaysia,KLSE,MYR,Common Stock
5681,Petronas Dagangan Bhd,Malaysia,KLSE,MYR,Common Stock
5703,Muhibbah Engineering M Bhd,Malaysia,KLSE,MYR,Common Stock
5738,Country Heights Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
5789,LBS Bina Group Bhd,Malaysia,KLSE,MYR,Common Stock
5797,Choo Bee Metal Industries Bhd,Malaysia,KLSE,MYR,Common Stock
5819,Hong Leong Bank Berhad,Malaysia,KLSE,MYR,Common Stock
5827,Oriental Interest Bhd,Malaysia,KLSE,MYR,Common Stock
5835,Dolomite Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
5843,Kumpulan Perangsang Selangor Bhd,Malaysia,KLSE,MYR,Common Stock
5878,KPJ Healthcare Bhd,Malaysia,KLSE,MYR,Common Stock
5908,DKSH Holdings (Malaysia) Berhad,Malaysia,KLSE,MYR,Common Stock
5916,Malaysia Smelting Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
5924,MTD ACPI Engineering Berhad,Malaysia,KLSE,MYR,Common Stock
5932,Bina Puri Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
5983,MBM Resources Bhd,Malaysia,KLSE,MYR,Common Stock
6009,Pacific &amp; Orient Bhd,Malaysia,KLSE,MYR,Common Stock
6012,Maxis Berhad,Malaysia,KLSE,MYR,Common Stock
6017,SHL Consolidated Bhd,Malaysia,KLSE,MYR,Common Stock
6033,Petronas Gas Bhd,Malaysia,KLSE,MYR,Common Stock
6041,Farlim Group (Malaysia) Bhd,Malaysia,KLSE,MYR,Common Stock
6068,PCCS Group Bhd,Malaysia,KLSE,MYR,Common Stock
6076,Encorp Bhd,Malaysia,KLSE,MYR,Common Stock
6084,Star Media Group Berhad,Malaysia,KLSE,MYR,Common Stock
6114,MKH Berhad,Malaysia,KLSE,MYR,Common Stock
6139,Syarikat Takaful Malaysia Bhd,Malaysia,KLSE,MYR,Common Stock
6149,Metrod Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
6173,Bina Darulaman Bhd,Malaysia,KLSE,MYR,Common Stock
6181,Malton Bhd,Malaysia,KLSE,MYR,Common Stock
6203,Khee San Berhad,Malaysia,KLSE,MYR,Common Stock
6211,Kia Lim Bhd,Malaysia,KLSE,MYR,Common Stock
6238,Hock Seng Lee Bhd,Malaysia,KLSE,MYR,Common Stock
6254,PDZ Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
6262,Innoprise Plantations Bhd,Malaysia,KLSE,MYR,Common Stock
6297,Box-Pak Malaysia Bhd,Malaysia,KLSE,MYR,Common Stock
6351,Amway (Malaysia) Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
6378,Tekala Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
6399,Astro Malaysia Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
6432,Apollo Food Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
6459,MNRB Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
6483,K &amp; N Kenanga Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
6491,Kumpulan Fima Bhd,Malaysia,KLSE,MYR,Common Stock
6521,Suria Capital Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
6548,Malaysia Pacific Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
6556,Ann Joo Resources Berhad,Malaysia,KLSE,MYR,Common Stock
6572,Kwantas Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
6599,Aeon Co. (M) Bhd,Malaysia,KLSE,MYR,Common Stock
6602,BCB Berhad,Malaysia,KLSE,MYR,Common Stock
6633,Leong Hup International Bhd,Malaysia,KLSE,MYR,Common Stock
6637,PNE PCB Bhd,Malaysia,KLSE,MYR,Common Stock
6645,Lingkaran Trans Kota Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
6718,Crescendo Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
6742,YTL Power International Berhad,Malaysia,KLSE,MYR,Common Stock
6769,JKG Land Berhad,Malaysia,KLSE,MYR,Common Stock
6807,Puncak Niaga Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
6815,Eupe Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
6874,KUB Malaysia Berhad,Malaysia,KLSE,MYR,Common Stock
6888,Axiata Group Berhad,Malaysia,KLSE,MYR,Common Stock
6904,Subur Tiasa Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
6939,Fiamma Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
6947,DiGi.Com Berhad,Malaysia,KLSE,MYR,Common Stock
6963,VS Industry Berhad,Malaysia,KLSE,MYR,Common Stock
6971,Kobay Technology Bhd,Malaysia,KLSE,MYR,Common Stock
6998,Bintai Kinden Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
7004,Multi-Code Electronics Industries (M) Berhad,Malaysia,KLSE,MYR,Common Stock
7005,BIG Industries Berhad,Malaysia,KLSE,MYR,Common Stock
7006,Latitude Tree Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7007,ARK Resources Berhad,Malaysia,KLSE,MYR,Common Stock
7010,Grand Hoover Berhad,Malaysia,KLSE,MYR,Common Stock
7013,Hubline Bhd,Malaysia,KLSE,MYR,Common Stock
7014,YLI Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7016,Chuan Huat Resources Bhd,Malaysia,KLSE,MYR,Common Stock
7017,Komarkcorp Bhd,Malaysia,KLSE,MYR,Common Stock
7018,CME Group Bhd,Malaysia,KLSE,MYR,Common Stock
7020,YKGI Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
7022,Globetronics Technology Bhd,Malaysia,KLSE,MYR,Common Stock
7025,Woodlandor Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7028,Zecon Berhad,Malaysia,KLSE,MYR,Common Stock
7029,Master-Pack Group Berhad,Malaysia,KLSE,MYR,Common Stock
7031,Amtel Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
7033,Kumpulan H & L High-Tech Berhad,Malaysia,KLSE,MYR,Common Stock
7034,Thong Guan Industries Bhd,Malaysia,KLSE,MYR,Common Stock
7035,CCK Consolidated Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7036,Borneo Oil Berhad,Malaysia,KLSE,MYR,Common Stock
7043,JMR Conglomeration Bhd,Malaysia,KLSE,MYR,Common Stock
7045,Scomi Energy Services Bhd,Malaysia,KLSE,MYR,Common Stock
7047,Fajarbaru Builder Group Bhd,Malaysia,KLSE,MYR,Common Stock
7048,Atlan Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7050,Wong Engineering Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
7052,Padini Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
7054,Astral Asia Berhad,Malaysia,KLSE,MYR,Common Stock
7055,PLB Engineering Bhd,Malaysia,KLSE,MYR,Common Stock
7060,New Hoong Fatt Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7062,Khind Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7066,Yong Tai Berhad,Malaysia,KLSE,MYR,Common Stock
7070,Vizione Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7071,O&amp;C Resources Berhad,Malaysia,KLSE,MYR,Common Stock
7073,Seacera Group Berhad,Malaysia,KLSE,MYR,Common Stock
7076,CB Industrial Product Holding Bhd,Malaysia,KLSE,MYR,Common Stock
7077,GSB Group Berhad,Malaysia,KLSE,MYR,Common Stock
7078,Ahmad Zaki Resources Berhad,Malaysia,KLSE,MYR,Common Stock
7079,Tiger Synergy Berhad,Malaysia,KLSE,MYR,Common Stock
7080,Permaju Industries Bhd,Malaysia,KLSE,MYR,Common Stock
7081,Pharmaniaga Bhd,Malaysia,KLSE,MYR,Common Stock
7082,SYF Resources Bhd,Malaysia,KLSE,MYR,Common Stock
7083,Analabs Resources Berhad,Malaysia,KLSE,MYR,Common Stock
7084,QL Resources Berhad,Malaysia,KLSE,MYR,Common Stock
7085,LTKM Bhd,Malaysia,KLSE,MYR,Common Stock
7086,AbleGroup Berhad,Malaysia,KLSE,MYR,Common Stock
7087,Magni-Tech Industries Bhd,Malaysia,KLSE,MYR,Common Stock
7088,Poh Huat Resources Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7089,Lii Hen Industries Berhad,Malaysia,KLSE,MYR,Common Stock
7090,Apex Healthcare Berhad,Malaysia,KLSE,MYR,Common Stock
7091,Unimech Group Bhd,Malaysia,KLSE,MYR,Common Stock
7094,Eurospan Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7095,PIE Industrial Bhd,Malaysia,KLSE,MYR,Common Stock
7096,GPA Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7097,Ta Win Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7100,Uchi Technologies Berhad,Malaysia,KLSE,MYR,Common Stock
7103,Spritzer Bhd,Malaysia,KLSE,MYR,Common Stock
7105,HCK Capital Group Berhad,Malaysia,KLSE,MYR,Common Stock
7106,Supermax Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
7107,Oriental Food Industries Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7108,Perdana Petroleum Bhd,Malaysia,KLSE,MYR,Common Stock
7113,Top Glove Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
7114,D Nonce Technology Bhd,Malaysia,KLSE,MYR,Common Stock
7115,SKB Shutters Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
7117,Century Logistics Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7120,Acoustech Berhad,Malaysia,KLSE,MYR,Common Stock
7121,Xian Leng Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7123,Priceworth International Berhad,Malaysia,KLSE,MYR,Common Stock
7128,Cam Resources Bhd,Malaysia,KLSE,MYR,Common Stock
7129,Asia File Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
7130,Kumpulan Powernet Bhd,Malaysia,KLSE,MYR,Common Stock
7131,ACME Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7132,SMIS Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
7133,United U-LI Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
7134,PWF Consolidated Berhad,Malaysia,KLSE,MYR,Common Stock
7137,UMS Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
7139,Niche Capital Emas Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
7140,Oka Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
7145,Prinsiptek Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
7146,AE Multi Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
7148,CCM Duopharma Biotech Berhad,Malaysia,KLSE,MYR,Common Stock
7149,Eng Kah Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
7152,Jaycorp Berhad,Malaysia,KLSE,MYR,Common Stock
7153,Kossan Rubber Industries Bhd,Malaysia,KLSE,MYR,Common Stock
7154,Caely Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7155,SKP Resources Bhd,Malaysia,KLSE,MYR,Common Stock
7157,CYL Corporation Bhd,Malaysia,KLSE,MYR,Common Stock
7158,Scomi Group Bhd,Malaysia,KLSE,MYR,Common Stock
7160,Pentamaster Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
7161,Kerjaya Prospek Group Berhad,Malaysia,KLSE,MYR,Common Stock
7162,Astino Berhad,Malaysia,KLSE,MYR,Common Stock
7163,PJBumi Berhad,Malaysia,KLSE,MYR,Common Stock
7164,KNM Group Bhd,Malaysia,KLSE,MYR,Common Stock
7165,Spring Gallery Berhad,Malaysia,KLSE,MYR,Common Stock
7167,Johore Tin Bhd,Malaysia,KLSE,MYR,Common Stock
7168,PRG Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
7169,Dominant Enterprise Bhd,Malaysia,KLSE,MYR,Common Stock
7170,LFE Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
7172,PMB Technology Bhd,Malaysia,KLSE,MYR,Common Stock
7173,Toyo Ink Group Berhad,Malaysia,KLSE,MYR,Common Stock
7174,CAB Cakaran Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
7176,TPC Plus Berhad,Malaysia,KLSE,MYR,Common Stock
7178,Y.S.P. Southeast Asia Holding Berhad,Malaysia,KLSE,MYR,Common Stock
7179,DBE Gurney Resources Bhd,Malaysia,KLSE,MYR,Common Stock
7180,Sern Kou Resources Bhd,Malaysia,KLSE,MYR,Common Stock
7181,Aturmaju Resources Berhad,Malaysia,KLSE,MYR,Common Stock
7182,EKA Noodles Berhad,Malaysia,KLSE,MYR,Common Stock
7183,Ire-Tex Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
7184,Yen Global Berhad,Malaysia,KLSE,MYR,Common Stock
7186,SWS Capital Berhad,Malaysia,KLSE,MYR,Common Stock
7187,Boon Koon Group Berhad,Malaysia,KLSE,MYR,Common Stock
7188,BTM Resources Berhad,Malaysia,KLSE,MYR,Common Stock
7190,Pelangi Publishing Group Bhd,Malaysia,KLSE,MYR,Common Stock
7191,Adventa Bhd,Malaysia,KLSE,MYR,Common Stock
7192,Goodway Integrated Industries Bhd,Malaysia,KLSE,MYR,Common Stock
7195,Comintel Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
7197,GE-Shen Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
7198,DPS Resources Bhd,Malaysia,KLSE,MYR,Common Stock
7199,Kein Hing International Bhd,Malaysia,KLSE,MYR,Common Stock
7200,Tek Seng Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7201,Progressive Impact Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
7202,Classic Scenic Bhd,Malaysia,KLSE,MYR,Common Stock
7203,Wang-Zheng Berhad,Malaysia,KLSE,MYR,Common Stock
7204,D &amp; O Green Technologies Berhad,Malaysia,KLSE,MYR,Common Stock
7205,Cocoaland Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7206,TH Heavy Engineering Berhad,Malaysia,KLSE,MYR,Common Stock
7207,Success Transformer Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
7208,Euro Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7209,Cheetah Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
7210,Freight Management Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7211,TAFI Industries Berhad,Malaysia,KLSE,MYR,Common Stock
7212,Destini Berhad,Malaysia,KLSE,MYR,Common Stock
7214,A-Rank Berhad,Malaysia,KLSE,MYR,Common Stock
7215,Ni Hsin Resources Bhd,Malaysia,KLSE,MYR,Common Stock
7216,Kawan Food Bhd,Malaysia,KLSE,MYR,Common Stock
7217,Eonmetall Group Bhd,Malaysia,KLSE,MYR,Common Stock
7218,Transocean Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7219,Minetech Resources Berhad,Malaysia,KLSE,MYR,Common Stock
7221,BSL Corp. Bhd,Malaysia,KLSE,MYR,Common Stock
7222,Imaspro Corporation Berhad,Malaysia,KLSE,MYR,Common Stock
7223,Jadi Imaging Holdings Bhd,Malaysia,KLSE,MYR,Common Stock
7225,P.A. Resources Berhad,Malaysia,KLSE,MYR,Common Stock
7226,Watta Holding Bhd,Malaysia,KLSE,MYR,Common Stock
7227,UMS Neiken Group Bhd,Malaysia,KLSE,MYR,Common Stock
7228,Tanjung Offshore Bhd,Malaysia,KLSE,MYR,Common Stock
7229,Favelle Favco Berhad,Malaysia,KLSE,MYR,Common Stock
7230,Tomei Consolidated Berhad,Malaysia,KLSE,MYR,Common Stock
7231,WellCall Holdings Berhad,Malaysia,KLSE,MYR,Common Stock
7232,Resintech Bhd,Malaysia,KLSE,MYR,Common Stock
